RGB_R_Mean,RGB_R_Std,RGB_R_Min,RGB_R_Max,RGB_R_Median,RGB_R_Q25,RGB_R_Q75,RGB_G_Mean,RGB_G_Std,RGB_G_Min,RGB_G_Max,RGB_G_Median,RGB_G_Q25,RGB_G_Q75,RGB_B_Mean,RGB_B_Std,RGB_B_Min,RGB_B_Max,RGB_B_Median,RGB_B_Q25,RGB_B_Q75,Image_Name,Label
134.8155091769994,37.16672475658661,52,245,133.0,106.0,160.0,115.7453874893151,31.743646667330964,49,215,113.0,93.0,135.0,32.895830732143025,24.396167061220638,0,138,30.0,14.0,45.0,image_0_4526.jpg,overripe
157.92105101539468,45.14612925011891,50,255,159.0,122.0,195.0,128.27665411071078,39.41710104642329,46,241,128.0,96.0,160.0,47.75280461840812,25.127656843915886,0,178,48.0,29.0,65.0,image_0_4570.jpg,overripe
142.5370914805589,41.57173786661511,52,255,143.0,109.0,173.0,115.52198548199146,34.76952468270674,46,217,115.0,88.0,140.0,35.45259196698703,25.46893179758494,0,128,34.0,15.0,51.0,image_0_4602.jpg,overripe
123.9488958715196,39.296229385684526,51,238,119.0,93.0,150.0,105.41386925024003,35.815372598799875,47,222,100.0,77.0,127.0,52.30960984550929,33.457069309382184,0,196,46.0,30.0,69.0,image_0_4675.jpg,overripe
139.12887249157757,39.03560973373491,51,233,143.0,110.0,168.0,125.03609748059176,35.41812315177673,50,211,129.0,98.0,153.0,30.78047641716713,22.328137601709397,0,103,31.0,9.0,49.0,image_0_4687.jpg,overripe
139.20743165643285,37.829603737233775,52,227,141.0,111.0,168.0,125.20899612049087,34.0040956184585,49,206,129.0,99.0,152.0,32.100107613423646,23.713547856226207,0,144,33.0,10.0,49.0,image_0_4698.jpg,overripe
143.66320147576909,31.10551665512662,53,230,147.0,124.0,166.0,111.28929373907737,24.14043346984997,48,222,113.0,96.0,127.0,31.17653749063774,20.682073125803708,0,185,30.0,16.0,43.0,image_0_4706.jpg,overripe
119.75862068965517,41.955157438789094,51,230,112.0,84.0,154.0,98.26361936886595,32.54284978607081,47,186,94.0,69.0,124.0,38.352569443033346,21.324309159455407,0,133,38.0,24.0,52.0,image_0_4710.jpg,overripe
154.88699509856534,45.952480095372586,51,255,157.0,121.0,191.0,128.9066580802118,37.849229618449904,48,219,129.0,101.0,158.0,40.22009230438982,25.898934355765697,0,128,38.0,20.0,59.0,image_0_4725.jpg,overripe
119.53253158160688,41.730394667665664,50,232,112.0,84.0,153.0,98.1188479029813,32.289364121299556,47,188,94.0,70.0,124.0,38.21493683678626,21.312986246710082,0,133,38.0,24.0,52.0,image_0_4730.jpg,overripe
145.16098156684973,48.03825134179885,51,255,146.0,107.0,181.0,118.20986809715926,39.69456857532817,46,236,117.0,86.0,147.0,45.17539944885968,26.791463063652376,0,142,44.0,27.0,63.0,image_0_474.jpg,overripe
143.69333662315134,44.047451551011434,50,255,145.0,109.0,177.0,124.08925874418674,37.234890699972595,49,225,125.0,94.0,152.0,36.57906030834567,25.2532298545013,0,132,37.0,15.0,55.0,image_0_4756.jpg,overripe
148.0685194259713,47.20577014052136,50,255,150.0,112.0,184.0,127.8466783339167,39.38658511214734,48,228,130.0,97.0,158.0,39.09945397269863,25.24851212982871,0,126,40.0,20.0,57.0,image_0_4783.jpg,overripe
135.89640932914688,46.25074940671477,52,255,133.0,97.0,171.0,111.8962382866428,35.96826403291164,46,207,111.0,82.0,139.0,49.85180388755177,27.541132645216546,0,144,47.0,30.0,68.0,image_0_4892.jpg,overripe
164.68475972328267,45.96211780768812,51,255,166.0,130.0,201.0,130.6675921427084,37.28232405965215,47,215,131.0,101.0,160.0,30.943719488211748,26.22977729502751,0,165,28.0,5.0,50.0,image_0_4937.jpg,overripe
125.66006032631844,42.398821242579906,51,255,119.0,93.0,151.0,106.91919402647751,38.00598650467446,47,221,100.0,76.0,130.0,53.74627306786276,33.558969070547995,0,188,48.0,31.0,71.0,image_0_4949.jpg,overripe
148.63226699212706,45.066538547827996,50,255,153.0,114.0,183.0,127.30571217382335,37.99613652090736,48,231,129.0,99.0,156.0,37.553984597930345,26.395417906407875,0,144,35.0,17.0,56.0,image_0_4953.jpg,overripe
115.20123114804555,49.766112147268046,48,255,105.0,73.0,143.0,101.0819739406997,40.76296202221571,49,238,91.0,68.0,121.0,49.40751000307787,23.10938692961416,0,202,45.0,34.0,61.0,image_0_4967.jpg,overripe
148.05247952429036,47.21363967685864,50,255,151.0,112.0,185.0,127.8242945697296,39.370969306662325,49,226,130.0,97.0,158.0,38.96007236620667,25.582926344698667,0,150,40.0,19.0,57.0,image_0_497.jpg,overripe
137.78103861649626,39.13962991515397,51,255,136.0,109.0,163.0,106.61563939261615,31.398654053458333,48,228,103.0,83.0,125.0,30.83572128891928,27.06101646470471,0,155,25.0,8.0,46.0,image_0_501.jpg,overripe
142.69616972434605,42.745445846685804,51,250,136.0,110.0,179.0,121.33275635448099,36.76494232235754,48,230,116.0,92.0,151.0,26.652118777421922,27.376032599591607,0,143,20.0,1.0,47.0,image_0_5013.jpg,overripe
147.07784551425377,41.86610057887786,52,255,147.0,115.0,179.0,118.3606414197876,34.78595920209506,47,215,117.0,92.0,144.0,37.4233685019564,25.37649558934542,0,136,35.0,18.0,55.0,image_0_5022.jpg,overripe
114.75531524178739,50.90289328510239,50,255,104.0,74.0,139.0,100.71740461130382,41.97262544267444,47,227,90.0,68.0,118.0,48.97072026117119,26.060176693482862,0,180,45.0,31.0,63.0,image_0_506.jpg,overripe
155.724661429976,54.93657436320912,51,255,159.0,106.0,205.0,130.58973030690672,44.38002964038197,49,223,132.0,90.0,170.0,41.870598061085325,27.204609017252537,0,117,44.0,21.0,62.0,image_0_5084.jpg,overripe
158.95591761404464,49.757131075995524,50,255,168.0,120.0,197.0,131.14544615640625,39.94347858453676,48,220,136.0,100.0,161.0,39.85760965758243,25.264993490711888,0,122,40.0,21.0,56.0,image_0_5085.jpg,overripe
147.8048652495525,43.291892139986196,52,255,141.0,118.0,178.0,119.63959916324609,37.573389147366235,46,218,115.0,93.0,145.0,50.48422460085257,31.84259443077332,0,179,49.0,25.0,74.0,image_0_5146.jpg,overripe
153.1523331705368,47.31823186250505,50,255,157.0,115.0,191.0,125.57658837632643,37.789326459895236,44,213,130.0,96.0,154.0,38.35085616184937,23.520320316442426,0,155,38.0,21.0,55.0,image_0_5180.jpg,overripe
156.36672574612854,42.67483345967177,52,255,157.0,129.0,185.0,119.36101806930321,33.61929482301708,48,214,117.0,97.0,141.0,30.388369857458283,24.21413389693753,0,135,27.0,10.0,46.0,image_0_5209.jpg,overripe
130.01639810135333,46.611447079040964,51,246,121.0,91.0,171.0,107.06268145440022,35.150249427909365,47,198,102.0,77.0,137.0,38.01345642790212,22.894701652148797,0,135,38.0,22.0,54.0,image_0_5228.jpg,overripe
144.95068415540715,47.06759141517777,50,255,144.0,110.0,177.0,115.91265644582553,38.154571431119294,46,233,113.0,87.0,141.0,37.705916184524526,27.898138418262597,0,159,36.0,16.0,55.0,image_0_5238.jpg,overripe
165.6801886113311,51.31358557294003,52,255,172.0,120.0,209.0,134.89234036426464,41.39493651938733,46,218,138.0,100.0,169.0,58.841972020252925,23.162696167905246,0,146,60.0,42.0,76.0,image_0_5323.jpg,overripe
133.0830093285889,44.5895615948801,51,246,130.0,94.0,170.0,109.57331666368995,36.158665600283236,45,201,108.0,79.0,139.0,60.68072595381043,29.006152016452518,0,183,59.0,40.0,79.0,image_0_5363.jpg,overripe
142.51616266944734,49.86212827844905,50,255,138.0,103.0,178.0,116.02170164878845,40.73774040311051,45,237,110.0,84.0,142.0,44.65967024231099,29.34232023158055,0,152,43.0,23.0,64.0,image_0_5376.jpg,overripe
143.75842213053932,46.65910310345304,50,250,145.0,106.0,184.0,117.93181166087876,35.23945600888289,48,207,119.0,89.0,147.0,34.167858874278984,22.686176219386457,0,121,35.0,16.0,51.0,image_0_538.jpg,overripe
141.8322083240027,46.36127577938549,52,250,137.0,105.0,179.0,110.85636136792604,35.93415505402675,48,208,105.0,82.0,139.0,32.93161436173049,26.362960135238286,0,128,33.0,5.0,53.0,image_0_5431.jpg,overripe
148.61248345831495,42.379629136685864,52,255,148.0,117.0,172.0,112.75662892711856,33.76228415909308,48,210,110.0,88.0,130.0,27.238812919668675,24.511355875997914,0,126,23.0,4.0,42.0,image_0_5507.jpg,overripe
148.6065176761694,46.737592401958814,51,255,148.0,114.0,184.0,121.42872936902788,38.68563606940385,47,223,120.0,92.0,149.0,41.504725051988736,26.256806312510147,0,121,40.0,22.0,59.0,image_0_5556.jpg,overripe
137.95064723937546,54.06582570647594,51,255,128.0,93.0,182.0,116.6293447535395,43.00747301667264,47,224,107.0,83.0,149.0,42.78477925922331,27.34653749093101,0,115,46.0,21.0,63.0,image_0_5560.jpg,overripe
130.48950221441063,34.45705065181932,50,228,130.0,106.0,156.0,115.33023866909136,27.995585454900883,50,224,116.0,95.0,136.0,38.1135309625943,25.034869512098297,0,187,37.0,20.0,53.0,image_0_557.jpg,overripe
153.2556225464418,52.77099752439892,51,255,148.0,112.0,200.0,119.15113306998985,38.89754234515478,49,214,115.0,87.0,151.0,27.799471682422435,26.553649370545433,0,153,25.0,1.0,46.0,image_0_561.jpg,overripe
131.86310943753327,39.11262468138263,52,235,129.0,101.0,161.0,105.10819549316878,31.473805023233023,47,190,104.0,80.0,129.0,42.46263036492321,29.65116968964651,0,150,37.0,21.0,59.0,image_0_5612.jpg,overripe
152.57775454125428,50.83061558188329,51,254,150.0,113.0,199.0,118.75159886195074,36.88600651867221,48,200,116.0,90.0,150.0,27.583019234977993,25.625218688842494,0,156,26.0,2.0,44.0,image_0_5640.jpg,overripe
143.07979710277385,50.146690480182336,50,255,146.0,100.0,185.0,126.22066444271809,41.45806726102803,46,222,128.0,91.0,161.0,45.639957958232415,24.985573958484164,0,136,47.0,29.0,63.0,image_0_568.jpg,overripe
151.51302364662106,46.47305982085828,52,255,150.0,113.0,192.0,115.81337441150188,37.00036632564837,47,210,114.0,84.0,146.0,28.667773643286786,25.474515948734215,0,148,28.0,2.0,47.0,image_0_5787.jpg,overripe
141.33789755399266,44.20822882391656,51,246,140.0,106.0,179.0,110.51350594386008,34.18917155203537,48,203,108.0,82.0,137.0,33.4857783033547,27.440380687077887,0,156,32.0,7.0,51.0,image_0_5789.jpg,overripe
141.86131770222744,39.893683599485726,51,245,147.0,113.0,173.0,121.18673856975381,34.20380251422699,48,230,124.0,97.0,146.0,41.60617116060961,24.647546829864748,0,175,40.0,25.0,57.0,image_0_5799.jpg,overripe
156.61853374832452,41.846554794556795,52,255,158.0,130.0,182.0,119.5432370826423,32.91215030731216,48,212,118.0,99.0,138.0,30.50332068670438,23.53782799980422,0,137,27.0,12.0,44.0,image_0_5818.jpg,overripe
141.8633040161068,41.728474176295755,52,254,140.0,107.0,174.0,115.08997562784783,34.88550445798299,47,216,112.0,87.0,141.0,35.382006993748014,26.143256889031107,0,137,33.0,13.0,53.0,image_0_5862.jpg,overripe
151.92478638448463,35.34939373996307,52,241,156.0,128.0,178.0,130.98434262298898,28.703935939249746,49,208,134.0,112.0,152.0,37.9337268049638,21.791404457258817,0,123,37.0,22.0,54.0,image_0_5906.jpg,overripe
152.5400217551339,47.276337713694765,50,249,166.0,114.0,190.0,127.63801874457495,33.69192987595591,51,208,135.0,103.0,153.0,40.62260336435454,20.296833965543787,0,123,41.0,27.0,53.0,image_0_5915.jpg,overripe
122.89032141667592,40.7935475992485,51,247,118.0,89.0,152.0,111.36016431664261,33.86686618146962,49,246,108.0,84.0,135.0,35.429166204063506,24.00506221370587,0,237,32.0,17.0,51.0,image_0_5970.jpg,overripe
152.31603189051071,47.06036127241402,50,245,166.0,115.0,188.0,127.48454275280467,33.54330304731359,50,207,135.0,104.0,152.0,40.36779365479728,20.431999434747045,0,130,40.0,27.0,52.0,image_0_5976.jpg,overripe
134.10344011786086,46.46059253847512,52,255,130.0,96.0,165.0,120.02286242754676,39.98377140041469,49,238,119.0,87.0,149.0,48.557075415900464,26.040642729026356,0,179,45.0,30.0,63.0,image_0_6013.jpg,overripe
150.38786373722394,42.564183979734,51,255,150.0,118.0,183.0,118.96715299095185,33.367456836117626,48,215,119.0,93.0,143.0,28.1367111601651,26.771368776702644,0,152,24.0,2.0,44.0,image_0_6016.jpg,overripe
151.9456855935765,46.52236928727175,51,245,165.0,114.0,189.0,127.05012276316663,33.146907170530525,50,207,134.0,102.0,153.0,39.424074852352405,20.730523349707724,0,135,39.0,26.0,51.0,image_0_6036.jpg,overripe
126.90213539833393,38.47583520258704,52,232,122.0,97.0,156.0,103.90168954593453,30.70203477079806,47,195,101.0,81.0,125.0,32.44842191716532,23.43320577155405,0,168,30.0,14.0,47.0,image_0_604.jpg,overripe
138.8991980924072,39.000618490903705,51,255,138.0,112.0,163.0,107.67539891228013,31.23312402370107,47,228,106.0,85.0,125.0,31.56280520668311,26.650827710559664,0,155,25.0,11.0,46.0,image_0_6060.jpg,overripe
143.52978415353022,43.50765473888089,51,255,144.0,111.0,175.0,124.05568277512668,36.68673445768647,49,223,125.0,96.0,150.0,36.84856767178336,25.339216167778286,0,123,36.0,16.0,54.0,image_0_6148.jpg,overripe
150.66729486448284,43.16480373803794,50,255,156.0,120.0,184.0,128.74749754093617,36.534141926375256,48,230,131.0,103.0,157.0,38.50439325183293,26.305159312583687,0,145,37.0,18.0,57.0,image_0_6160.jpg,overripe
139.33674360050355,37.35961338149005,51,232,139.0,111.0,168.0,123.27973982375157,32.211526152195646,49,203,124.0,100.0,148.0,34.53020562316408,23.3861497454317,0,111,35.0,14.0,53.0,image_0_6236.jpg,overripe
143.89083435289905,43.1599825950257,50,254,145.0,111.0,175.0,124.30433290561308,36.35012250914147,49,221,125.0,96.0,150.0,36.920272447852945,25.065808605766577,0,124,37.0,16.0,54.0,image_0_6249.jpg,overripe
142.56408981250266,46.511209147629636,51,255,139.0,105.0,180.0,111.5181360308122,36.12655077405591,47,214,108.0,81.0,139.0,33.744741185931346,26.656760754009277,0,127,32.0,7.0,53.0,image_0_6277.jpg,overripe
135.7223634407006,50.21587195597882,52,255,126.0,94.0,175.0,114.79031839097522,40.92428040674283,46,217,109.0,80.0,147.0,53.07216676562268,29.92415013259157,0,161,49.0,31.0,72.0,image_0_6280.jpg,overripe
151.23664645530093,48.65962390290934,53,255,149.0,110.0,191.0,130.63435326383268,42.51867602650954,47,232,132.0,94.0,166.0,50.91700398169412,27.40477969315934,0,146,51.0,29.0,70.0,image_0_6304.jpg,overripe
148.90016267842148,47.15351086923554,52,255,148.0,115.0,182.0,121.75928841309823,38.94674343195951,46,226,120.0,94.0,149.0,41.78077770780856,26.679442749392656,0,126,39.0,22.0,59.0,image_0_6337.jpg,overripe
152.2276075542669,46.55503050625505,50,255,152.0,118.0,192.0,130.22219261813336,38.5576622110706,48,240,130.0,102.0,162.0,51.44875009795471,27.574501503821207,0,234,48.0,32.0,68.0,image_0_6339.jpg,overripe
134.01296102071646,37.945279194704796,52,254,132.0,105.0,161.0,115.01094037160699,32.381849617891774,48,224,113.0,91.0,135.0,32.351564078632116,25.30148101928639,0,140,29.0,13.0,45.0,image_0_6382.jpg,overripe
140.47412466694186,39.83013356111549,50,243,145.0,111.0,171.0,119.93752580027771,34.455681259140505,48,225,122.0,95.0,145.0,40.21379517394078,25.968387536244165,0,171,39.0,21.0,58.0,image_0_6383.jpg,overripe
143.65404936597815,41.90476400010211,51,249,150.0,111.0,176.0,123.28822075125608,35.526456154046336,47,224,127.0,98.0,149.0,44.50495454182949,24.397507488601356,0,167,43.0,29.0,60.0,image_0_6414.jpg,overripe
142.8987187804087,42.04513699856867,51,234,141.0,111.0,178.0,118.74658409017191,32.9150053459242,46,195,117.0,94.0,144.0,29.786764109633474,21.506978995701683,0,121,28.0,12.0,44.0,image_0_6449.jpg,overripe
159.79076189003513,43.68765138747073,51,242,163.0,130.0,196.0,124.3788574962999,36.37116474698987,45,203,127.0,97.0,152.0,27.68056506660187,19.151982509730093,0,131,28.0,12.0,41.0,IMG20200717083337.jpg,fully_ripe
157.20982375870378,40.221604759396584,50,242,162.0,129.0,184.0,123.91274556620432,34.96447550462071,44,201,126.0,99.0,146.0,26.97537952402634,20.0955115016117,0,135,25.0,11.0,40.0,IMG20200717083346.jpg,fully_ripe
156.48922383280876,40.04141576540562,51,236,166.0,127.0,188.0,123.99506659551528,35.345059633982785,45,207,129.0,99.0,150.0,27.851725602517888,19.578598606897792,0,115,26.0,12.0,40.0,IMG20200717083356.jpg,fully_ripe
159.43651328509088,46.65964256279339,50,253,167.0,123.0,194.0,126.97863337568359,37.93794458537617,45,211,128.0,100.0,155.0,28.76230459039938,21.45957198236934,0,161,27.0,13.0,39.0,IMG20200717083401.jpg,fully_ripe
161.89062981251678,49.088344350803915,50,252,168.0,120.0,206.0,132.11713976293854,38.50758723652569,46,211,135.0,103.0,163.0,30.865254498305994,24.106740964409646,0,152,31.0,8.0,48.0,IMG20200717083408.jpg,fully_ripe
158.893076223465,40.99888699569049,51,233,169.0,129.0,193.0,122.09633879675678,33.34208859016008,45,190,127.0,97.0,148.0,22.384764982487372,16.76472493647803,0,115,22.0,8.0,34.0,IMG20200717083420.jpg,fully_ripe
154.25041367285974,38.47855972166733,51,240,151.0,129.0,186.0,125.8089331127078,33.058971147910874,42,200,125.0,104.0,152.0,29.148966650749053,22.291619923779532,0,147,28.0,11.0,43.0,IMG20200717083440.jpg,fully_ripe
163.79505396107263,44.70281875205158,52,244,171.0,131.0,202.0,130.13388943871058,36.801891496052164,44,201,135.0,103.0,160.0,26.17289928837363,21.60912553336625,0,144,25.0,6.0,41.0,IMG20200717083454.jpg,fully_ripe
161.4560153212234,45.40869881718162,51,232,170.0,127.0,203.0,127.21439266438396,36.710302681159234,46,191,133.0,100.0,160.0,30.423155939875805,18.959394160643857,0,127,31.0,16.0,43.0,IMG20200717083502.jpg,fully_ripe
162.0107039803106,40.84854990212481,51,244,167.0,134.0,194.0,122.41732793006874,33.945084997300825,43,196,124.0,100.0,149.0,29.670956038360348,17.92127216836414,0,131,29.0,17.0,41.0,IMG20200717083511.jpg,fully_ripe
148.9133602116131,39.97119990447364,50,236,150.0,119.0,179.0,126.28015273689151,34.441694751362235,42,203,128.0,102.0,154.0,32.226737488800715,23.326371067256918,0,158,31.0,14.0,48.0,IMG20200717083519.jpg,fully_ripe
180.27205415443598,46.41088975562617,52,249,193.0,151.0,217.0,141.0099442880249,41.93215598964006,45,215,150.0,114.0,173.0,34.713245072785,23.61474236828795,0,135,35.0,17.0,47.0,IMG20200717083535.jpg,fully_ripe
166.7304918877157,38.19590096216795,52,243,169.0,142.0,195.0,132.92013262941026,35.193455116860896,41,212,134.0,109.0,158.0,31.111747789509828,25.306079406597974,0,132,27.0,9.0,47.0,IMG20200717083623.jpg,fully_ripe
168.7442428436231,38.239926579570806,51,238,173.0,145.0,198.0,125.21142985071589,31.50742010253113,41,196,127.0,104.0,149.0,25.857767963447273,20.644424878651936,0,112,22.0,8.0,38.0,IMG20200717083656.jpg,fully_ripe
167.19395129945164,44.34557774257773,52,243,176.0,131.0,205.0,124.04142067777381,36.738397519263366,41,198,130.0,93.0,154.0,29.158623442653948,22.842516994914117,0,121,29.0,6.0,45.0,IMG20200717083701.jpg,fully_ripe
166.7682159952446,43.22558867731117,52,242,172.0,137.0,201.0,128.90477729922517,38.011211121433924,41,201,132.0,101.0,160.0,28.661688792483133,18.059425463982866,0,122,28.0,15.0,42.0,IMG20200717083707.jpg,fully_ripe
156.427201023236,41.83306983801132,51,233,162.0,126.0,191.0,128.38116872735026,35.592131967956036,41,200,133.0,104.0,157.0,30.147356640375186,21.112473718618688,0,157,29.0,15.0,41.0,IMG20200717083744.jpg,fully_ripe
151.60359233634912,40.119249703616376,50,241,158.0,128.0,181.0,128.1208621607238,34.597723180626915,43,209,132.0,107.0,152.0,27.6861761575306,24.319189449472745,0,181,24.0,9.0,38.0,IMG20200717083802.jpg,fully_ripe
172.00643280314586,40.52482346890071,54,255,178.0,146.0,201.0,131.37817619655326,34.10344537761606,46,220,132.0,110.0,155.0,28.69015677363796,19.60444168601256,0,121,28.0,13.0,41.0,IMG20200717083842.jpg,fully_ripe
165.32378845560243,37.080387211622686,52,232,175.0,145.0,192.0,124.25052988990637,31.148160962534934,46,191,129.0,108.0,146.0,25.178680934252494,17.405101424030185,0,112,26.0,10.0,37.0,IMG20200717083846.jpg,fully_ripe
153.86453470524097,44.79092488156898,51,255,150.0,119.0,189.0,120.25850296929086,39.741969386633116,40,219,117.0,88.0,151.0,25.42910222617422,24.646167634146693,0,161,21.0,4.0,40.0,IMG20200717083900.jpg,fully_ripe
155.3701501848641,40.239379033851506,52,236,161.0,128.0,185.0,121.81992495343994,30.932482304494545,48,191,125.0,100.0,144.0,22.032018642372865,17.86330700571726,0,112,21.0,5.0,34.0,IMG20200717083943.jpg,fully_ripe
141.097472338802,43.525851857855926,51,238,148.0,100.0,174.0,111.37351201831362,35.41644446797418,42,198,112.0,80.0,136.0,22.921337275848913,17.776721042735296,0,117,21.0,9.0,33.0,IMG20200717083947.jpg,fully_ripe
158.59013241600303,40.857855415692,52,244,161.0,129.0,192.0,118.82565383346684,36.12228832941758,45,203,119.0,90.0,147.0,22.592045615192497,18.966246295188487,0,128,21.0,6.0,34.0,IMG20200717084008.jpg,fully_ripe
160.69176803947434,37.75728680881037,52,244,163.0,135.0,188.0,119.13971371342029,32.19572411460841,41,194,121.0,96.0,142.0,26.167130783135473,18.25992147592499,0,120,25.0,12.0,37.0,IMG20200717084015.jpg,fully_ripe
158.16305851166007,40.595691981035436,51,255,162.0,131.0,187.0,118.7965442391179,33.92272639030989,40,206,119.0,96.0,141.0,27.317549656152753,18.07127739342696,0,123,26.0,15.0,36.0,IMG20200717084021.jpg,fully_ripe
149.71932085274835,38.81799821701846,52,236,148.0,119.0,181.0,116.74358789328275,34.46481576098796,45,202,115.0,89.0,143.0,23.486485093398212,20.290267460788666,0,134,21.0,7.0,34.0,IMG20200717084028.jpg,fully_ripe
149.93912437444948,41.291430578700016,51,238,153.0,118.0,182.0,111.95413758723828,36.789337969606855,44,196,113.0,81.0,139.0,21.377614728629645,18.78565645176092,0,131,18.0,6.0,32.0,IMG20200717084032.jpg,fully_ripe
164.95335354611382,41.20445958107334,51,243,179.0,137.0,198.0,123.97191379522268,35.50102081743627,40,203,132.0,99.0,151.0,27.945947883803825,18.462182188733276,0,134,27.0,15.0,38.0,IMG20200717084053.jpg,fully_ripe
172.9790659112892,39.1967185036655,51,248,177.0,146.0,204.0,124.11066148167157,33.273310042291385,41,201,125.0,100.0,151.0,27.13827750251683,20.728115148669733,0,142,24.0,10.0,40.0,IMG20200717084058.jpg,fully_ripe
171.02773310428012,38.9730965130906,52,255,181.0,148.0,201.0,125.77971599839175,33.30528364521617,37,239,132.0,106.0,151.0,29.51579005080595,20.21508304557504,0,210,29.0,14.0,42.0,IMG20200717084102.jpg,fully_ripe
164.53854612913096,38.02180973362419,51,239,169.0,139.0,193.0,125.06611459608322,32.4954236732611,42,195,128.0,102.0,149.0,29.59965957772338,23.219972974294183,0,130,28.0,8.0,46.0,IMG20200717084106.jpg,fully_ripe
164.7198038806178,46.56962310742208,52,255,173.0,133.0,201.0,126.19265845192987,40.811380937666584,42,215,132.0,97.0,158.0,23.351115354397272,19.22003799146512,0,109,22.0,5.0,36.0,IMG20200717084113.jpg,fully_ripe
156.83724496519665,38.156199727878736,51,228,165.0,129.0,188.0,123.4254513651775,32.361095483897685,47,194,129.0,100.0,147.0,22.41665768129485,18.225493333715395,0,147,21.0,8.0,32.0,IMG20200717084205.jpg,fully_ripe
157.7971273459818,42.04562621110378,51,255,161.0,126.0,192.0,119.89484766056246,32.52328347107589,42,205,120.0,96.0,146.0,27.416102341144736,22.231317747199196,0,160,25.0,10.0,40.0,IMG20200717084209.jpg,fully_ripe
156.02931241266242,39.55514988045441,51,240,159.0,128.0,187.0,126.17836118966143,33.977784933816345,43,201,129.0,102.0,152.0,31.495659254205957,22.601223449292224,0,159,31.0,13.0,46.0,IMG20200717084214.jpg,fully_ripe
145.16492470457746,38.60154753260708,51,226,147.0,114.0,180.0,120.15107077343117,32.198034738258215,49,190,124.0,93.0,148.0,23.12616782560471,15.943857682005442,0,111,23.0,11.0,33.0,IMG20200717084220.jpg,fully_ripe
167.26411230688723,43.92770810137808,51,255,175.0,133.0,205.0,133.13033833132351,37.5868711145497,43,214,138.0,105.0,164.0,23.6330800209324,22.05111040648487,0,138,22.0,2.0,39.0,IMG20200717084242.jpg,fully_ripe
157.54899340274824,40.36765459725582,51,241,161.0,129.0,190.0,120.27170228534632,33.592572027903344,47,193,122.0,95.0,146.0,26.977924113380393,19.899002916793517,0,117,27.0,10.0,40.0,IMG20200717084253.jpg,fully_ripe
160.97680199859704,40.367072456186804,50,243,166.0,132.0,192.0,127.40076547251314,32.19788299714532,44,204,130.0,106.0,150.0,31.118192894150656,24.419699140968234,0,140,30.0,9.0,46.0,IMG20200717084319.jpg,fully_ripe
143.36286087453402,37.35493125673048,49,238,148.0,118.0,169.0,120.02650268019917,30.12031201706358,46,201,123.0,99.0,140.0,28.31706620228021,22.310016144950687,0,135,25.0,14.0,37.0,IMG20200717084327.jpg,fully_ripe
166.5017826833653,43.828041782265544,51,242,175.0,138.0,201.0,124.46070564131406,38.26272521495809,42,199,128.0,98.0,155.0,24.824061705952655,18.677178765226195,0,122,24.0,9.0,38.0,IMG20200717084342.jpg,fully_ripe
171.77320137323318,41.71523222623172,52,245,178.0,141.0,209.0,133.0169315534934,37.776972442294856,42,206,138.0,103.0,167.0,27.09110298313393,20.968189654587203,0,116,26.0,7.0,42.0,IMG20200717084347.jpg,fully_ripe
170.6598086124402,39.53914852481187,53,247,179.0,147.0,200.0,130.75682521812553,34.44970049569269,43,207,136.0,110.0,156.0,26.619429590017827,18.121710447481217,0,99,26.0,12.0,40.0,IMG20200717084352.jpg,fully_ripe
159.34397515286054,38.546461307138536,51,239,161.0,131.0,191.0,119.06810569770612,34.205492545798876,43,197,121.0,92.0,147.0,21.69189352338669,19.7590302322509,0,131,19.0,3.0,35.0,IMG20200717084358.jpg,fully_ripe
167.94600402430208,36.9071417820345,50,242,173.0,145.0,195.0,126.7614428881205,31.106542640643582,39,201,129.0,107.0,148.0,17.627976713747096,17.531324473585144,0,125,14.0,3.0,27.0,IMG20200717084402.jpg,fully_ripe
167.9362374058944,44.405065729824784,51,247,170.0,138.0,204.0,128.6406923319852,36.57566893799658,45,204,129.0,103.0,157.0,22.34806083882601,18.767927023041622,0,118,21.0,5.0,34.0,IMG20200717084410.jpg,fully_ripe
164.37833004573733,36.168122109889865,51,248,168.0,142.0,190.0,122.15045628942406,30.507806232967862,43,212,124.0,103.0,142.0,27.829644722866494,22.915433192525068,0,141,27.0,6.0,43.0,IMG20200717084423.jpg,fully_ripe
171.40165355228646,42.04082620600382,51,244,184.0,140.0,204.0,128.51105029079713,37.53689906089857,43,205,139.0,99.0,158.0,30.0441213365264,22.771672120003384,0,127,29.0,9.0,46.0,IMG20200717084433.jpg,fully_ripe
169.0458077064606,37.056512621179294,50,241,177.0,144.0,197.0,131.19174683278138,33.822053040022936,44,204,136.0,107.0,157.0,29.566261893497344,19.178012239011927,0,136,29.0,17.0,39.0,IMG20200717084442.jpg,fully_ripe
163.12061470711748,39.88157888329373,52,235,172.0,139.0,194.0,129.09750644103192,35.87911602120527,42,201,135.0,106.0,157.0,27.0112817369789,18.28956558196364,0,123,26.0,13.0,39.0,IMG20200717084451.jpg,fully_ripe
152.86342491352232,37.08881087383667,50,240,154.0,126.0,180.0,111.94433620929586,31.591215759325895,42,196,112.0,91.0,131.0,18.51290207148821,17.693907802299687,0,140,16.0,3.0,29.0,IMG20200717084524.jpg,fully_ripe
